,order_id,merchant_id,staff_id
300045,f487a20d-6eb5-41a5-a358-c523e0a34230,MERCHANT57728,STAFF0052267
300046,32b93151-a301-43ff-acdb-dd22bff43293,MERCHANT33284,STAFF0035116
300047,17acd8d9-6b34-40cf-9f94-5ffd7b38e826,MERCHANT52873,STAFF0012094
300048,e467c97f-3a6f-4224-957a-34311b4f3486,MERCHANT1944,STAFF0041921
300049,eef77063-8229-417f-9d04-82ec729006c8,MERCHANT20667,STAFF0041756
300050,1df9feaf-bd00-4bce-8da0-db47c899b4fe,MERCHANT25086,STAFF0052744
300051,dc2f23ba-6ba7-4251-b9e1-13d5b830b340,MERCHANT30515,STAFF0000101
300052,e42c96fb-cf25-4752-8168-e5e939590960,MERCHANT40474,STAFF0008906
300053,8964b223-0c12-4455-920f-38d8dc5301b3,MERCHANT31634,STAFF0044974
300054,57f946c5-b85a-4ec2-b29d-f1f9b04cb609,MERCHANT42061,STAFF0056170
300055,d1d4c141-0e26-4e17-b398-25c0bd531b2e,MERCHANT32298,STAFF0056558
300056,d5b04e57-55f7-45f2-9b57-a61ee9a19c1c,MERCHANT3810,STAFF0030594
300057,ac2de521-b06d-42f9-a8e4-b99553e7d268,MERCHANT22401,STAFF0001708
300058,cfd4c720-1546-4df6-bd76-a3b4cebf67eb,MERCHANT15105,STAFF0025242
300059,b0837ac6-6de8-4f31-b714-473c4ffade50,MERCHANT50346,STAFF0047670
300060,f7aa6dc9-9443-40ea-8638-272e18fab20e,MERCHANT34714,STAFF0037482
300061,8e8ac6ef-7b78-4124-ad68-d5c02eddae75,MERCHANT64231,STAFF0005529
300062,65fe3426-9015-42ca-9c4a-03f79e7f8b51,MERCHANT57384,STAFF0037517
300063,4bdef994-7415-438a-866c-2b0ead6e3ae6,MERCHANT38758,STAFF0014887
300064,44293dc8-161c-4571-bf3d-4b1a44f96566,MERCHANT24256,STAFF0019456
300065,e26e770c-5ac6-498c-bdba-95dbcadaac82,MERCHANT13229,STAFF0046072
300066,4eb95c5e-192c-4643-aa89-9a9fb950e90c,MERCHANT44994,STAFF0027114
300067,72eecf68-2aba-4efd-a2dc-8de9bbe3e4fb,MERCHANT49914,STAFF0033462
300068,53c61b9a-bfa7-4139-aca6-79f525e31fcb,MERCHANT43866,STAFF0011348
300069,2fb5b56a-4bcf-4e75-b467-6d2e51c40036,MERCHANT51270,STAFF0025382
300070,911c58e3-25d5-4a5f-b888-b3ed1edb4ebf,MERCHANT47616,STAFF0036710
300071,e7fb2ab9-ae84-42ba-9cd8-850304e9195f,MERCHANT51594,STAFF0020807
300072,2704b57e-9c88-4862-bbf1-f99160e8d2c1,MERCHANT3136,STAFF0045735
300073,1c377bb2-7200-4156-8767-ed19ff306d57,MERCHANT54466,STAFF0036517
300074,0b987447-6439-43ea-a42a-ec4a7f041478,MERCHANT49596,STAFF0023965
300075,3674cb76-dfc3-4e4f-90fd-4927ef71259d,MERCHANT52578,STAFF0057833
300076,a33d5336-ae6c-42b1-8aa8-8500ecd3ef01,MERCHANT42757,STAFF0042975
300077,12482a4a-763b-4f38-95f2-67f45eb09a7b,MERCHANT53712,STAFF0041339
300078,e72ea3a2-1eb3-4a86-8584-cbc3d8288711,MERCHANT65220,STAFF0027994
300079,9a92d8be-27ce-4794-8cab-790281f1247b,MERCHANT3237,STAFF0012579
300080,71ec495a-b455-40a5-8302-db13ecde2ed5,MERCHANT35830,STAFF0030369
300081,1cb664d3-1c1a-49ab-85b5-8090047ceca4,MERCHANT18775,STAFF0045716
300082,74898faf-513b-49f9-a21c-003d0d3fbd1d,MERCHANT37311,STAFF0047644
300083,411051b8-0711-4834-bb1a-d5298ad7e412,MERCHANT48398,STAFF0063982
300084,0b6b03e8-9e04-4bb5-96a4-e8b7123f1bc9,MERCHANT17265,STAFF0039429
300085,9f2d9410-4ca0-4fe4-9175-1172269d3ed7,MERCHANT5532,STAFF0022354
300086,1c2eb8d7-30c0-493d-ba95-ec0cbd660aa4,MERCHANT35861,STAFF0038284
300087,23bf5b6a-712e-4c61-85ae-c633d26febb7,MERCHANT62047,STAFF0020463
300088,d961527c-1891-4026-b775-07f8ceb3b794,MERCHANT44163,STAFF0064803
300089,d998f49e-e15d-45e6-a88e-93f95ef68b1c,MERCHANT22726,STAFF0053011
300090,32464755-37c4-4082-b882-00d6b65aa1b3,MERCHANT42974,STAFF0020875
300091,2c2ef019-f216-4b6d-9ec5-116b1b09d948,MERCHANT28556,STAFF0043252
300092,988e71c5-d93c-4173-bc9f-a32a0ef26da0,MERCHANT61799,STAFF0015375
300093,e4e611ea-7ba0-4dc3-853e-ecafd09d0798,MERCHANT1649,STAFF0030901
300094,1465b20f-b884-4b97-8996-3f09242f31cb,MERCHANT53015,STAFF0005464
300095,4fb816a9-f1d2-4b02-8d6d-a9ca0a20c05f,MERCHANT62079,STAFF0023246
300096,4cc1bb6e-01e5-4ed5-8db7-5890b9fb6a70,MERCHANT55546,STAFF0049587
300097,7e29d56e-89c6-423c-86b8-9ee34802f199,MERCHANT29869,STAFF0052468
300098,d2db7a12-8fbd-4756-84be-4de56c507a04,MERCHANT6935,STAFF0008130
300099,47c7ac76-acf1-4496-8e01-0dbfc16bff3d,MERCHANT21893,STAFF0020635
300100,084b0d1d-1dd0-4ab5-91e8-2504dab2f39e,MERCHANT29928,STAFF0014762
300101,cc915e62-0ac5-4c6a-9d39-88ce3a05d569,MERCHANT7520,STAFF0018280
300102,d70414b9-21dc-40c0-ba85-609dfaa19773,MERCHANT41333,STAFF0046524
300103,197e85cf-35a2-443c-8dcc-b5b32c6bb4cc,MERCHANT58890,STAFF0055953
300104,53a7f83f-e631-4fe4-94e1-e7e274979609,MERCHANT45684,STAFF0024114
300105,0c4b8809-665e-4737-b6d1-3f7db0413c10,MERCHANT10197,STAFF0019373
300106,6e6ed15f-cda9-44a7-8e7d-4660dff200aa,MERCHANT26896,STAFF0041946
300107,d16f3a4e-6f3e-4aa4-812e-6471a059a4e4,MERCHANT18030,STAFF0044241
300108,58784cbb-3320-4f77-af5d-b9e587790a60,MERCHANT37863,STAFF0008402
300109,91619aca-06db-44ef-a12a-01a2d9618715,MERCHANT17025,STAFF0010776
300110,766074ca-bd31-4467-b460-4441035fa1b3,MERCHANT18591,STAFF0028106
300111,b36723ea-bcd4-4c46-813c-41aa37b59067,MERCHANT13746,STAFF0061436
300112,4540cfbb-a8ce-46ba-97f3-cc366abe9b2d,MERCHANT58384,STAFF0003048
300113,147e87a3-af79-40b1-ab24-a7cc8decd2ac,MERCHANT55756,STAFF0013723
300114,d8d96b70-d632-4a98-945c-0466682331ee,MERCHANT58498,STAFF0026370
300115,4dca01c1-4593-4e96-ab22-67490227cf33,MERCHANT37812,STAFF0022135
300116,d8200032-29db-4e65-9476-b95bc1424e55,MERCHANT16490,STAFF0037807
300117,541d89a1-1e4f-4ea2-85eb-227f67eddee6,MERCHANT40504,STAFF0055681
300118,9461d47d-fdf5-45ee-bec9-19757089a2a7,MERCHANT65095,STAFF0051782
300119,73bb60bf-38eb-4600-956a-96fb384c8d58,MERCHANT61723,STAFF0057619
300120,fb4e6e44-29a3-44a8-82d1-6425c204ed68,MERCHANT23337,STAFF0026216
300121,9bfd73df-1e0c-435d-bd85-8ff927bc7f60,MERCHANT7836,STAFF0051223
300122,82a1a419-1b49-413d-adf0-5b279e6f95e0,MERCHANT2193,STAFF0007735
300123,3cee203b-3718-4ef5-b830-167df1063aed,MERCHANT18098,STAFF0065381
300124,180f3501-6861-46d4-8f82-53517c954332,MERCHANT18112,STAFF0024556
300125,c43f3fa4-fcf6-4c92-8ede-9bb6e914a344,MERCHANT63427,STAFF0007421
300126,70323668-e165-4f77-8911-0b0189fd5ed2,MERCHANT64847,STAFF0038418
300127,ce982d6f-07ca-4247-aacf-c536ac640d51,MERCHANT41526,STAFF0015618
300128,af21e9de-79ca-428c-9c25-fae08f2215ec,MERCHANT58862,STAFF0046906
300129,c504c2c8-40bd-45de-8b2e-85ccf4a3dfa2,MERCHANT49458,STAFF0062971
300130,e758a8a7-58c8-4c5d-80e0-532588cf1fad,MERCHANT36703,STAFF0047049
300131,19d1d025-2ae6-4540-8591-3a53048c8163,MERCHANT11595,STAFF0036987
300132,27032d8f-19cc-4e90-a074-83219b3c1b57,MERCHANT51505,STAFF0059409
300133,736ec0fa-da42-4730-af40-fa291c6ff1cb,MERCHANT23037,STAFF0004249
300134,c687f5ea-92b2-4972-b110-ddea97be7e4b,MERCHANT47928,STAFF0010744
300135,d8ba62b3-e50d-4621-9e7d-586ca114cbab,MERCHANT9806,STAFF0036604
300136,f39f0a3a-c0b9-421e-ac3b-ac351bb05e48,MERCHANT32204,STAFF0061395
300137,cbe04614-d4ce-42e0-9719-f98cdc9d8c95,MERCHANT42498,STAFF0055111
300138,b038d51a-73e4-4a82-a4de-2b4d18695ce7,MERCHANT60627,STAFF0037015
300139,9a0175e4-67a8-40c5-b932-8b286b8ac871,MERCHANT15438,STAFF0018021
300140,1cb6ee3c-2582-492d-962d-66c241de14c5,MERCHANT42778,STAFF0019399
300141,61113275-ee7a-42f2-b340-e74e6d96efe3,MERCHANT22951,STAFF0054869
300142,9b5cfda6-ff4b-421a-a2c6-da6a9b7e91fc,MERCHANT9842,STAFF0009707
300143,3a541051-ad54-4433-abe1-b9022c6cc61a,MERCHANT40940,STAFF0052197
300144,6bd891da-9e7c-434d-8cc5-98cafd2b6f22,MERCHANT16480,STAFF0065159
300145,f6ad2cf4-db4d-4f83-ac28-aa46e504ae9b,MERCHANT40388,STAFF0048480
300146,70164f25-3fc2-4955-a791-d2c0d912f027,MERCHANT0756,STAFF0031305
300147,d3797b58-31bb-4d0f-8560-19e3840e3527,MERCHANT40152,STAFF0042181
300148,a79415cd-09be-4614-8671-5f4b7bdcc3de,MERCHANT8901,STAFF0013658
300149,a7521547-ace2-4cb7-b9a4-902fd86538bb,MERCHANT11396,STAFF0035797
300150,754b7e01-cd17-49f7-bf67-51f714d2d991,MERCHANT28909,STAFF0027010
300151,903544b8-ee36-4920-afd7-b740755a96ce,MERCHANT0156,STAFF0053268
300152,53ebcd1f-6cdd-4c27-8962-6bbb3f4916e4,MERCHANT3787,STAFF0053538
300153,fea412b6-a1a4-48b8-a2d0-debb89e80a32,MERCHANT34904,STAFF0063639
300154,b2044519-5a53-437a-b98a-ad12854d5d72,MERCHANT53576,STAFF0034075
300155,28f2274f-e5a5-471b-b3db-5b0bdbebe1ea,MERCHANT56315,STAFF0047293
300156,6434a5f5-49b2-41df-8145-51048ef72d0c,MERCHANT60202,STAFF0032651
300157,7c7681fa-7004-4657-b004-25f6337ed967,MERCHANT41960,STAFF0010857
300158,a84c2a9c-888f-4960-a698-864dd9b68533,MERCHANT50224,STAFF0005837
300159,12cd136f-5e97-4583-b3b6-cacbd2e9fec0,MERCHANT36834,STAFF0027514
300160,204ec658-b74f-4bc7-98c1-7b2ee424824a,MERCHANT29377,STAFF0006517
300161,d6ee5440-d548-44f2-a89f-3bd319e316da,MERCHANT9089,STAFF0042959
300162,ed21a46a-9d59-4662-a81f-45f03bfc3140,MERCHANT11556,STAFF0056744
300163,b6d72f84-33d3-4e6d-82a7-cc3a034f9b6e,MERCHANT5276,STAFF0032978
300164,9e13d54f-5ae5-4866-87ae-8dfc16b03417,MERCHANT0224,STAFF0044417
300165,26e6a286-f4dd-4412-af20-33cb579e9f4d,MERCHANT62209,STAFF0020633
300166,3080e9a5-b503-4b17-9d94-b13c9da13a1d,MERCHANT46171,STAFF0020327
300167,847e6836-53c2-4b72-8b1b-e95a15252cfd,MERCHANT51910,STAFF0042572
300168,d6835bae-0d48-4f4a-a4ee-932ff341129e,MERCHANT11158,STAFF0062452
300169,2b5de90f-6c18-4e5a-96b5-2829413a8414,MERCHANT64493,STAFF0031549
300170,0be8682a-251f-4036-a449-c486e4223b82,MERCHANT25527,STAFF0032085
300171,259fe44f-2936-40ad-9b48-37450ec1e81f,MERCHANT58099,STAFF0064567
300172,53dcf16c-143c-431c-ac5d-46d7655790e4,MERCHANT16095,STAFF0051807
300173,22e37eca-cc37-46bc-a0d1-0263221d1db4,MERCHANT19622,STAFF0032117
300174,183f3cf5-b240-41ce-a162-2cf105ee1f9e,MERCHANT26231,STAFF0043917
300175,f95b14ec-c241-4b79-a981-dab22ba429ed,MERCHANT53140,STAFF0056073
300176,52c1dd44-4e8f-4936-820d-6e5639f49d28,MERCHANT58007,STAFF0010940
300177,e334d87e-4bd9-4daa-aa52-b8f9a66319a5,MERCHANT4212,STAFF0031313
300178,6ea4dbc0-4628-41f4-bb88-642ebac23661,MERCHANT34784,STAFF0016754
300179,966ba222-616a-495e-bad2-1675bb04d6c3,MERCHANT60329,STAFF0037063
300180,642da86b-f78f-47ea-be99-dab13b9da4e3,MERCHANT24532,STAFF0028231
300181,ad5a55ef-fdb8-4359-b204-c8c0d06b59ad,MERCHANT61213,STAFF0024722
300182,3047c7e2-3271-45cc-b9dd-aa28aa308341,MERCHANT35087,STAFF0009771
300183,6cf072aa-48dc-42a7-88ab-ffe0131e5b96,MERCHANT14264,STAFF0028789
300184,ca5f2d28-fc48-410d-81fa-3a95d51f6511,MERCHANT15732,STAFF0054273
300185,bd1ea96a-830a-4257-888e-202d0bd4dd3e,MERCHANT47695,STAFF0056918
300186,59c5877f-9013-4cc0-a325-eec914bf3f94,MERCHANT49612,STAFF0023335
300187,619f8a8b-ee76-4239-97e3-7c40a705d0a1,MERCHANT41134,STAFF0056927
300188,a40b324c-90b5-47db-b3b3-7a992f5e84dd,MERCHANT49494,STAFF0059719
300189,86c9e2c8-0cfb-4ce5-8792-5f26e813542c,MERCHANT38823,STAFF0059317
300190,fcae5a86-328d-4acb-a7d7-c1ed368ae2ed,MERCHANT32940,STAFF0039057
300191,80b186f2-d922-4dee-ad4f-a53c43e45401,MERCHANT31436,STAFF0001564
300192,edbaab3b-3c69-4754-bc29-47b74cba98b0,MERCHANT43918,STAFF0035254
300193,1e2ac751-1c4a-443b-83ff-8d5e69bd04e3,MERCHANT63898,STAFF0001735
300194,d6c3d4c7-0808-4964-8635-3187d2711cfb,MERCHANT55695,STAFF0029088
300195,ecd90f67-e116-452f-8073-49318c96dfba,MERCHANT51501,STAFF0045412
300196,322a14c8-1ba8-4b99-864b-e843c397ee01,MERCHANT1065,STAFF0059221
300197,697babd3-cd17-4e55-95aa-b41923cd891d,MERCHANT10197,STAFF0011889
300198,1fd0a943-1a81-4f06-b63d-363e48f0eb14,MERCHANT33129,STAFF0011494
300199,f33f48cb-1760-4df3-a831-ff37ba667cd6,MERCHANT25441,STAFF0025125
300200,04d66b0c-0dfe-451f-bd15-fd16a4da6874,MERCHANT24545,STAFF0046788
300201,8c53f6b5-e8a6-4ec6-8eee-4b2ba7c5041e,MERCHANT49245,STAFF0009333
300202,7dc0bc5d-7c13-42bd-81db-1be44bad53d6,MERCHANT42644,STAFF0044892
300203,93dad2b0-bb0d-40f1-89bd-642d79124f40,MERCHANT18650,STAFF0024405
300204,324d0cb7-4674-49db-bafa-ddabbaa43ccb,MERCHANT27702,STAFF0005350
300205,88fcf3cf-e7e0-4548-bb5c-831c274b5842,MERCHANT55277,STAFF0017448
300206,e33c03e9-471b-496d-b461-240a81eb57ae,MERCHANT11537,STAFF0012495
300207,ab07dd16-8203-4e12-8d96-c695db3e2918,MERCHANT30596,STAFF0033085
300208,9642fb47-4a13-49a0-a2be-2b3641e0f726,MERCHANT38699,STAFF0037670
300209,e9d43dbf-9fc1-4997-b205-6215a85368bd,MERCHANT35198,STAFF0044392
300210,a6af3403-26e9-4400-8732-8c240c4d0ba6,MERCHANT9700,STAFF0017806
300211,7bbb0888-c142-47fd-83cf-593bfe8960cf,MERCHANT56031,STAFF0022734
300212,22bfdc62-4326-4b4a-b332-162a887d91f2,MERCHANT34428,STAFF0023091
300213,d753ba7a-cfab-4c83-b2ba-ab9fbed5d86f,MERCHANT21327,STAFF0013833
300214,56a9ba28-a11e-41bf-9bb7-2b3db8312bf6,MERCHANT22078,STAFF0032059
300215,a7687b39-caf5-4757-badb-8a8362775855,MERCHANT2072,STAFF0048635
300216,a2c29eca-ce17-4716-a399-c7a666371c69,MERCHANT62763,STAFF0011494
300217,ca980fa6-38d4-4be4-8680-f426d08d5c06,MERCHANT63535,STAFF0038598
300218,89bf4439-a6c8-4f9e-bad3-ecf1d5372d20,MERCHANT26529,STAFF0024461
300219,4e3f29c0-6f34-448b-9e75-ab5ee8635dbf,MERCHANT11713,STAFF0035303
300220,7e813d6e-5169-4c8d-85bc-25c055534d72,MERCHANT22882,STAFF0022887
300221,8e552efd-394b-40ef-a661-1ae1269cffa2,MERCHANT30039,STAFF0005637
300222,8c65c20e-c58d-4234-8545-ab6864e9522f,MERCHANT23592,STAFF0054354
300223,abc1cfa8-25e2-4483-8c14-fc51625fa9bd,MERCHANT40718,STAFF0037998
300224,03c65722-4ba3-45d6-8858-97eb49839418,MERCHANT13541,STAFF0020889
300225,aa2331b4-c327-4e80-a970-9ecf1625ef1f,MERCHANT32440,STAFF0055092
300226,2fd94bdc-9b7c-4296-a521-bb6d187925a0,MERCHANT39696,STAFF0020807
300227,fa97d528-62b9-421f-8c47-8472504985da,MERCHANT34728,STAFF0059719
300228,9a731286-b3fe-4dde-b804-6362a5f1a944,MERCHANT37705,STAFF0039262
300229,11af9551-7a81-4302-bfe3-8cba4ded9de1,MERCHANT4725,STAFF0019826
300230,98d3ca69-97cf-4529-98c0-2e291f1e54f3,MERCHANT2413,STAFF0044841
300231,cb9e2bd8-19b7-4e5e-a875-eaaf43e6482b,MERCHANT11649,STAFF0042572
300232,66e806a9-c8ff-47fe-a56d-2f7181867afe,MERCHANT46182,STAFF0037709
300233,aea524e2-6117-4f0c-8572-8934212a8267,MERCHANT58580,STAFF0058639
300234,6b50f7ab-9e80-4bae-9799-e983d85c65ad,MERCHANT21665,STAFF0009304
300235,ebee296b-fdc6-4750-bef0-034757a1ed6e,MERCHANT63160,STAFF0022950
300236,da057c52-225e-4ad8-b450-df54abe4cc91,MERCHANT9221,STAFF0008971
300237,fed7fdd7-989d-4210-b868-f92538e75aff,MERCHANT54006,STAFF0022900
300238,7ac03b08-5338-441f-9997-c259ad2e112d,MERCHANT19549,STAFF0002291
300239,02ca3634-38b0-48bb-8ecd-27fbd5d383b9,MERCHANT61205,STAFF0016272
300240,206c475b-7cdc-42a7-afe4-6755a8b9bca7,MERCHANT4297,STAFF0048737
300241,fd2206d7-c879-4320-8db5-0f2bb96166c9,MERCHANT9830,STAFF0058735
300242,18e7b90d-9bfe-4688-988c-5f2d67a9e457,MERCHANT18097,STAFF0005843
300243,85332879-97e0-49c9-99de-330da77ecb93,MERCHANT48858,STAFF0007564
300244,4218e602-bd1f-43f1-bfe7-c3281b2c77e2,MERCHANT1403,STAFF0046413
300245,c76124a0-3a57-4fb4-8579-c69ff78d8248,MERCHANT2504,STAFF0017699
300246,a39c1a79-59e7-4e02-b7a0-1805b5ba827f,MERCHANT27629,STAFF0003965
300247,9ebdd960-bf7b-4518-81e1-4fdf24c9f6fa,MERCHANT9437,STAFF0051257
300248,cb6afd56-c18a-4d07-89a1-23340bb5dfef,MERCHANT4671,STAFF0040221
300249,a7cb9338-5230-486f-972f-ada1120d16d3,MERCHANT11868,STAFF0017904
300250,862ff9f6-97d8-45f7-9690-3670c8ff589b,MERCHANT20861,STAFF0014063
300251,e9de23f3-2e73-40d0-9389-1cb9193fb3b5,MERCHANT37889,STAFF0012805
300252,4458d2ac-a43d-4908-8211-1406d3e8a78e,MERCHANT14075,STAFF0020574
300253,3441b8f8-6351-4302-a2cb-b4f1182431a3,MERCHANT42878,STAFF0027644
300254,4c71437b-8d49-4b51-9706-477d1592adcb,MERCHANT38617,STAFF0012737
300255,7053f139-02de-4c1f-a164-51d67ea2c92b,MERCHANT59182,STAFF0004286
300256,9b55913e-9ede-4f62-b1db-5a4603f26fbd,MERCHANT51487,STAFF0008218
300257,8d7d658a-cda3-45c3-ae2c-6a95ba1e71e3,MERCHANT4149,STAFF0035787
300258,3c2cc432-941f-485d-80b7-8addacfa3b17,MERCHANT46999,STAFF0016698
300259,028bbf3e-9895-4af1-86cd-966477afb992,MERCHANT14104,STAFF0022008
300260,e4587733-d8a4-408b-86b8-6ac4f6597ae7,MERCHANT21979,STAFF0017209
300261,2ef27a61-9095-43ec-8f77-fe388a6eaa7f,MERCHANT4582,STAFF0064753
300262,6355a7e2-8f78-4538-836c-95cfd5cb3dee,MERCHANT4716,STAFF0023825
300263,25071268-9db9-4b97-bd3f-a95bb2d8ab0b,MERCHANT58957,STAFF0064765
300264,4d8591ba-f670-4fc4-9bce-3d5fe28d0591,MERCHANT57398,STAFF0017352
300265,3e1a312a-4306-4ae7-a237-e03d354f5bfb,MERCHANT63218,STAFF0011920
300266,c88518cd-9972-4d05-b265-3e1a015f7bde,MERCHANT55633,STAFF0000530
300267,b97873b7-2a6a-40f8-93a7-0c9ad98a9dcf,MERCHANT35714,STAFF0044788
300268,2fdbfa01-d999-404d-ba99-c08378e9049a,MERCHANT63662,STAFF0047658
300269,75b1f624-0ffc-4e40-bda8-abb2cb4150fd,MERCHANT1482,STAFF0011917
300270,6cca26e2-f25e-42ac-9bef-68ab58b986f5,MERCHANT56124,STAFF0064514
300271,6c23d91c-90eb-4eb8-a4a5-b6d56fd7e788,MERCHANT16984,STAFF0026231
300272,598163e5-d3f3-4752-9f54-0e549b0ab3c6,MERCHANT40152,STAFF0049418
300273,d17d5496-df95-4676-9139-d0d4210858cb,MERCHANT65479,STAFF0017437
300274,9c1e0baa-7211-4858-a25c-643a12d76705,MERCHANT51930,STAFF0056206
300275,acfdf750-ac57-443f-b6cf-6e11c39d0162,MERCHANT60116,STAFF0059036
300276,569dfea7-4cf4-45a6-a37e-ea04573b1835,MERCHANT59087,STAFF0023279
300277,0a7e5e28-8ecb-4872-a901-6a7e5e42d9a3,MERCHANT12420,STAFF0026970
300278,71a9ad6e-19cc-4b9e-bac9-e3af2bad7146,MERCHANT53667,STAFF0039368
300279,d356be1c-603e-45f4-a357-e0d36bcdd82b,MERCHANT60405,STAFF0062016
300280,0a0d9107-fd0d-4979-9cf2-a64303066c55,MERCHANT11110,STAFF0051525
300281,ba1833e2-ea42-416e-b69a-9cdf9e0ebb3e,MERCHANT60627,STAFF0010811
300282,f62c0263-f663-4324-9347-1e5b9641c250,MERCHANT55248,STAFF0030807
300283,88aeba13-004b-4031-873e-b6730950d19b,MERCHANT28677,STAFF0011177
300284,c27926ce-dca0-4d6b-b605-4fe7d3577ee0,MERCHANT7836,STAFF0037981
300285,df861171-015c-4825-93e0-85520a97b655,MERCHANT1369,STAFF0019121
300286,4d9cabf1-c86e-4388-b8b0-6a7b15d062f3,MERCHANT14712,STAFF0004026
300287,29f10406-af14-4634-b243-1c049e02bc84,MERCHANT31262,STAFF0004799
300288,81c010a7-dd5e-42fa-bc3e-90c4081c2868,MERCHANT64983,STAFF0038643
300289,57479672-afb0-47df-91e1-27c00429fa6b,MERCHANT35231,STAFF0016272
300290,17db52d8-b81a-4519-9b57-71f21d44ee65,MERCHANT35206,STAFF0003827
300291,d484d1d4-6793-40d7-af64-2c44cffe3a7e,MERCHANT42214,STAFF0038909
300292,8742f819-f603-4f9d-9f32-b8362fd67a1d,MERCHANT30874,STAFF0055948
300293,fc29b8fe-d008-4626-b3ca-4aaa13dc6065,MERCHANT15623,STAFF0035464
300294,b4b0d493-53d1-4a13-bd9c-02e5f53a6c31,MERCHANT46652,STAFF0065429
