,transaction_date,campaign_id,order_id,estimated arrival,availed
146,11/27/2021,CAMPAIGN49972,cbd62262-53a8-4734-bf4f-98c3d69213d5,15days,1
149,1/10/2022,CAMPAIGN03110,1364a3a1-3cda-479f-b489-2edcc06e8460,13days,1
150,5/1/2022,CAMPAIGN29983,7fc93e7f-bdbb-4d61-bf0e-d74458766917,12days,1
153,3/26/2022,CAMPAIGN24776,6e9b1b44-5073-4e3a-bd0e-c011716e1212,12days,1
155,3/21/2020,CAMPAIGN29983,2e44dc94-4308-4606-acdc-45a157df44e1,9days,1
159,11/20/2020,CAMPAIGN11190,34537ddc-412e-4013-8a46-2b40c96e78b7,5days,1
160,12/27/2021,CAMPAIGN03110,4ab62b3b-2ef8-44b9-b3bd-b9ee944a79d2,11days,0
165,12/24/2022,CAMPAIGN29983,69cc432f-d796-4267-9668-e053addcf64f,9days,1
166,5/18/2020,CAMPAIGN49972,b6221277-f3a0-452e-ac7f-288f49f565d1,5days,1
167,2/13/2021,CAMPAIGN24776,d58053b8-08e0-44c6-a2de-9976cee27e3f,7days,1
170,10/14/2023,CAMPAIGN11190,89b5b4b5-ac81-461c-a11f-77d265202fa3,15days,1
171,12/17/2021,CAMPAIGN53595,7fb8e1ce-6ac7-4759-a607-be35f487bc70,6days,1
172,10/27/2021,CAMPAIGN24776,2e0f14a7-162b-4c8f-be15-7cb321ef9a95,9days,0
181,8/22/2022,CAMPAIGN11190,1a1091f1-9181-472b-9aa8-9e2cdddd5cfd,5days,0
183,6/12/2021,CAMPAIGN53595,95b4c971-022e-49c8-98d8-59a4511a8b62,12days,0
189,4/13/2022,CAMPAIGN33679,06464c38-88a8-466c-814b-66480aae3176,14days,1
196,3/28/2020,CAMPAIGN11190,2be62dac-6822-44a5-8b0b-5eb2fa6dcbf6,11days,1
202,4/14/2021,CAMPAIGN46302,14857596-7929-4d26-96d5-ceecff749d4f,11days,1
204,1/28/2023,CAMPAIGN24776,600d7637-4a7b-4070-970a-0e966428344c,4days,1
206,6/26/2023,CAMPAIGN61872,aae511ed-323d-450f-aaaf-ede80d2045b9,5days,0
209,8/10/2020,CAMPAIGN33679,8146d9da-4609-4a6d-9e02-839f6683c5a8,6days,1
216,11/8/2022,CAMPAIGN52447,f33441d3-7226-426e-b0b4-2f906befc208,5days,1
221,4/10/2022,CAMPAIGN52447,bfabddff-0af6-4504-88d7-354f16855a0a,4days,1
227,8/27/2021,CAMPAIGN29983,7277c168-4b61-4213-811b-01a69c1f1a2e,11days,1
233,7/30/2023,CAMPAIGN46302,c66cfea0-f746-4fe6-bd2e-55bf1d45a8ff,7days,0
237,7/30/2020,CAMPAIGN53595,0543a68a-d888-4a6f-9a3b-1c67f4e63c1e,7days,1
241,11/21/2022,CAMPAIGN46302,38e2ab35-ce63-41bc-924e-ee97437ae515,13days,1
242,4/24/2023,CAMPAIGN53595,474531f0-6587-4329-95b4-261c24a918ca,10days,1
248,10/24/2023,CAMPAIGN49972,48f3e715-64e3-4633-84e6-7e0e78f32fff,14days,0
251,7/8/2023,CAMPAIGN49972,2bed7719-82f9-4bed-8984-e8dd4397e018,11days,1
258,7/22/2021,CAMPAIGN46302,d8031b39-5a99-41f0-a59a-bb9cb2515e48,3days,1
260,12/29/2022,CAMPAIGN03110,335c46b6-692c-4b16-91ec-e3c5bf00a10e,14days,1
261,11/18/2020,CAMPAIGN24776,4d3e3ff8-f514-4b06-91d4-27fbc281d6fd,9days,1
263,2/9/2021,CAMPAIGN61872,312132b9-6572-4a0a-a1ed-5c9db178a599,8days,1
278,6/11/2021,CAMPAIGN03110,99f4ed02-e8f4-49aa-8d13-a459e16df3a2,13days,1
280,1/14/2021,CAMPAIGN33679,7a75431f-76d7-4b68-8852-8039c96eff7c,4days,0
283,9/1/2022,CAMPAIGN24776,70a2e24e-96e6-47a4-a55f-866f4318d30d,11days,1
284,1/21/2023,CAMPAIGN24776,c7d5da58-5686-4848-b058-7612f05eb718,8days,1
286,9/19/2020,CAMPAIGN29983,d72c1f17-cb43-4bfc-8661-26f8d9a14c81,13days,1
289,9/27/2020,CAMPAIGN03110,649646ed-856b-47fb-801a-6057cb90fd15,8days,0
297,10/29/2020,CAMPAIGN53595,4d51e25d-2ee0-49f0-897b-0f9214892dae,15days,1
299,2/13/2021,CAMPAIGN29983,4d05565d-62ca-4c1f-b935-54fb703b7ba5,9days,1
300,7/21/2021,CAMPAIGN29983,5bc0583b-5a6a-4e9d-8e92-f91086d5834b,8days,0
304,9/2/2020,CAMPAIGN11190,39c7ee78-474d-4181-a093-8fca6b920724,7days,1
307,7/6/2022,CAMPAIGN49972,4354cd0c-4cf4-48d0-aac0-2892eae96a3a,14days,1
310,8/12/2022,CAMPAIGN46302,1dbdd7e4-6f65-4038-9abc-37abda5bcf7c,10days,1
319,4/29/2021,CAMPAIGN29983,8ef97902-5bdf-4765-9ef8-a0ef719aa130,7days,0
320,1/18/2020,CAMPAIGN33679,042e4dfe-5f01-4e8d-b127-223a42ff12fa,5days,0
325,6/17/2020,CAMPAIGN53595,6fe4de47-4797-4fdb-996f-07e09148e81c,10days,1
327,11/26/2023,CAMPAIGN46302,335bfcaa-be98-405a-9809-ca856b6a3574,12days,1
331,3/24/2023,CAMPAIGN11190,486cb323-37cc-4d96-af1d-2172f4a8d417,5days,0
340,4/19/2020,CAMPAIGN61872,4a500282-9581-49bd-9e1a-8dd5ef9cb1c9,6days,1
342,11/3/2022,CAMPAIGN24776,26e6f2dc-3076-407f-8ef0-dda303a1edff,9days,0
343,8/11/2022,CAMPAIGN03110,d2543409-e7fa-4979-9621-765e2813c10f,11days,1
347,5/5/2020,CAMPAIGN49972,01fb171d-36f3-4943-b5d7-3f0b44234309,9days,1
348,4/30/2023,CAMPAIGN11190,520db9b6-48a9-4078-90cc-1b1f3c35e48a,10days,1
351,5/18/2020,CAMPAIGN61872,03d11b7e-deb7-430d-842d-09cbc8bb0972,14days,1
353,1/1/2021,CAMPAIGN29983,bee56ac0-8c3b-4f7c-b0f7-709580a2755c,10days,1
364,1/5/2020,CAMPAIGN46302,6e769a8c-9899-43f2-ad38-c0e4cf10fa8d,13days,0
369,12/24/2022,CAMPAIGN11190,92048e5a-7177-4b33-9dc7-193b42b75012,10days,0
371,3/5/2021,CAMPAIGN03110,7ad58657-52cf-4da1-b6e0-d0bedb5e2dc8,6days,1
374,5/30/2023,CAMPAIGN11190,5cf6284d-4fed-48f5-88b9-74a0fb020a39,12days,1
381,6/17/2022,CAMPAIGN53595,e35009b6-bf79-403b-9400-1251a1eb598d,15days,1
382,1/26/2020,CAMPAIGN61872,5fcad661-b4f0-4e6f-be2e-d62f761f3c2f,9days,1
385,10/5/2023,CAMPAIGN61872,85bd8262-49ea-457f-9173-d45e34911ab7,11days,1
387,12/5/2022,CAMPAIGN11190,a7b0ef4e-c34c-41ee-a02c-9e35d4659f1d,8days,1
389,12/11/2022,CAMPAIGN52447,890856f3-3e41-40ac-9f15-425335c8becc,11days,1
392,9/23/2020,CAMPAIGN11190,3ae75db4-7f95-4990-933c-f4b24ac6fb70,9days,0
393,6/28/2021,CAMPAIGN33679,18f53b51-1845-421b-b828-1d82c5203002,13days,1
405,11/2/2021,CAMPAIGN33679,77a61466-839d-4cb1-ad41-9f9a22d3a71a,7days,1
406,4/23/2020,CAMPAIGN49972,584d66da-cb8f-4343-a668-2439a357bc43,6days,1
411,7/13/2023,CAMPAIGN03110,5b00523b-39b7-415a-bca0-899c438a6bb5,13days,1
415,10/21/2023,CAMPAIGN49972,28b7a5eb-c271-43b3-8dff-0b579a2550ba,8days,1
421,6/29/2020,CAMPAIGN53595,4204b942-1234-43ef-b1e7-e70a7c43c309,13days,0
427,1/26/2022,CAMPAIGN29983,ae24ff46-4dc3-4af5-8ee7-1b6eaecc16a7,9days,1
429,3/4/2022,CAMPAIGN03110,45a43735-5bd4-4dfb-94c2-da45286d4348,3days,1
430,11/22/2021,CAMPAIGN11190,aa7ceeb4-901f-41d6-b284-cdfa89982873,3days,1
432,12/21/2021,CAMPAIGN29983,9a6aac67-dd2b-4cc9-9fce-d878e7c29382,7days,1
433,11/30/2022,CAMPAIGN29983,e08161f5-afa2-456e-95af-d5adace0cc7d,5days,1
435,10/27/2020,CAMPAIGN53595,eac5761e-9852-4f99-86e1-a53c4c175ce5,9days,1
436,10/24/2022,CAMPAIGN49972,ba6b3f46-26d2-40fa-8a4f-6be9806038d2,8days,0
437,10/15/2020,CAMPAIGN33679,e1bf9650-61fe-4024-8e6c-5d9eb2176063,4days,1
439,10/15/2021,CAMPAIGN11190,990dfe77-901b-4f9b-b1e2-f3e68be7d9de,8days,0
442,10/17/2020,CAMPAIGN61872,0b0ee781-0c9e-4042-b75c-b771901028e1,5days,1
449,9/8/2023,CAMPAIGN03110,aa5a75ff-7def-4343-a4da-a020529207d5,4days,0
458,11/7/2023,CAMPAIGN46302,e9677adf-376f-4892-82c4-5c4eb5e6255a,15days,1
470,10/14/2020,CAMPAIGN61872,23290d15-cebc-4538-9d18-312081b6c199,12days,0
474,4/9/2021,CAMPAIGN33679,4658ee6d-d7d8-4f17-a56c-51662a500e03,13days,1
475,10/13/2021,CAMPAIGN29983,22492f23-57dd-4000-95f2-deafde496c5c,3days,0
476,7/15/2023,CAMPAIGN03110,ab2cd38d-9494-4973-9ad7-34c5a4588a14,8days,1
480,8/17/2020,CAMPAIGN61872,a13e01bd-9883-4a31-9b4d-f906f41d3ce9,14days,1
481,1/18/2023,CAMPAIGN03110,aff04441-a08c-4485-9da1-3a06b42164b2,6days,0
491,9/4/2023,CAMPAIGN24776,4de74dc8-3c55-426b-b2c7-0309003c31c5,13days,1
493,1/29/2021,CAMPAIGN33679,8e0ace97-f9a0-4476-a494-985f37245fe3,9days,1
496,7/28/2022,CAMPAIGN29983,a66c91ee-da5b-4528-8641-fa63ede534ed,15days,1
500,10/30/2023,CAMPAIGN24776,b903be25-9131-491a-816a-e5fd1c6827f7,6days,1
506,11/19/2020,CAMPAIGN46302,2d873a6d-fc4e-4470-aa28-306f822f52c2,4days,0
507,6/2/2021,CAMPAIGN61872,e97084c2-fde2-471e-9d81-9d47363f0856,8days,1
508,5/14/2020,CAMPAIGN24776,cf6f3c9f-288f-48a2-92a7-204ceba09a24,12days,0
515,10/12/2021,CAMPAIGN46302,87959dab-d0eb-422d-944f-112a9ec995bb,7days,1
516,4/6/2020,CAMPAIGN46302,f689348c-40d4-41de-a8fe-26e9b5f45311,14days,1
518,12/25/2021,CAMPAIGN11190,261363d8-a425-426b-afa0-0e7cf8a70ee7,3days,1
520,6/17/2020,CAMPAIGN49972,4ba93433-45f1-44a0-80e1-317c5bb89e26,14days,1
521,11/27/2020,CAMPAIGN61872,68dec5fd-03a2-4758-bd07-ab3564eabcb7,15days,1
531,2/4/2022,CAMPAIGN46302,5a3fa869-0ed4-42b0-9492-deec2f350fe9,4days,1
532,12/8/2020,CAMPAIGN33679,abcdc31f-449c-4109-bc33-c07c2baf8fca,10days,0
533,3/3/2023,CAMPAIGN24776,f62f86c5-33bc-4f48-97da-5d1418cb8963,8days,1
536,7/11/2023,CAMPAIGN49972,bf649965-1174-41d8-b082-defbb1a4ebe1,12days,1
537,3/29/2022,CAMPAIGN53595,0692599e-fd77-475d-b365-b0c5be5e12f5,11days,1
544,9/27/2023,CAMPAIGN33679,65cea819-6550-42ea-9990-0ae0926fade9,3days,1
545,6/11/2021,CAMPAIGN11190,57c3daae-165c-4d35-8b80-1efde82e9452,7days,1
552,2/2/2022,CAMPAIGN53595,ca9fd90d-bb6d-442d-8361-6c347830e0b8,13days,1
557,8/10/2022,CAMPAIGN03110,39f9813d-ee22-4060-a204-fc28db850ac6,9days,1
559,9/2/2021,CAMPAIGN11190,7329e034-20c7-406b-83cf-515a5d0f466e,10days,1
563,11/25/2023,CAMPAIGN29983,37f8b6f8-8e9d-44b5-8cee-b0f76564b9c1,7days,1
568,2/1/2021,CAMPAIGN29983,1192a30a-3374-43e9-b4f5-4a80b14aa3cb,11days,0
569,7/29/2023,CAMPAIGN52447,c8c8e3e0-14ca-4105-880f-2db9477126f1,9days,1
577,2/5/2022,CAMPAIGN03110,12c92027-a1e5-41c2-8e40-f8e2af242ab6,3days,1
581,10/27/2020,CAMPAIGN52447,a635cf2a-171e-461e-91ba-7eabd8f534b6,7days,1
582,5/14/2022,CAMPAIGN33679,476b08aa-7e78-4f4b-819f-009fdde83b5d,11days,1
589,1/13/2023,CAMPAIGN11190,7cb2ee8c-7098-4747-9699-b6d3340f2225,12days,0
595,12/9/2021,CAMPAIGN46302,9e2592e0-e611-4649-968b-8fd08d1ddc20,11days,1
596,4/14/2023,CAMPAIGN46302,2485989a-e940-4ea7-a374-33a8222aedf5,13days,0
604,4/23/2022,CAMPAIGN46302,b2a1f2e2-bdf4-41a0-bd05-a14883b7c435,4days,0
609,5/16/2022,CAMPAIGN49972,553a2a46-b5df-4f36-a84c-13f088f7532e,4days,1
643,7/9/2023,CAMPAIGN33679,a310d50f-e3f4-462c-8ac0-c5e8a5f80617,3days,1
645,3/11/2021,CAMPAIGN46302,edc6057b-5e97-48e9-be5d-099185d7f278,13days,1
648,8/30/2021,CAMPAIGN49972,b6f715b3-96b9-4e04-b21d-4111dcf348c9,3days,1
649,3/17/2022,CAMPAIGN29983,9eec7826-4dce-4f3f-a3b0-bb471fe932b3,5days,1
650,9/29/2020,CAMPAIGN46302,9130b98b-fc14-483d-a62d-2791362c9baa,4days,0
651,2/8/2020,CAMPAIGN11190,11306004-9443-4ac5-84db-9d5de0a19975,8days,1
652,10/2/2022,CAMPAIGN53595,9eb454c5-a427-4d81-9f2d-76230ac395f8,13days,1
665,11/12/2023,CAMPAIGN29983,7acf69bc-5f35-4a9c-8ea1-c33af58a82c0,10days,1
666,6/14/2020,CAMPAIGN53595,3fbcadce-536c-4e9d-b8a3-7e0fc099f0b8,7days,1
668,8/19/2020,CAMPAIGN46302,4901aa6e-a30b-4008-ba56-d5f6e4598dfe,11days,0
669,8/5/2022,CAMPAIGN49972,1518b5d4-4a08-4044-97bb-fcf7c429558e,7days,1
671,7/8/2022,CAMPAIGN24776,35823de2-5130-4e72-ba31-5b2148f0bcb6,7days,1
677,10/30/2021,CAMPAIGN49972,5e78c964-214e-407f-a3f8-0fd8ff9fd078,5days,1
678,5/17/2020,CAMPAIGN46302,58495728-e78e-46d9-b11e-501ebfbd5f67,12days,1
684,7/20/2022,CAMPAIGN53595,5fbe2858-1ada-45ad-9a99-3efb2386a198,9days,0
688,11/26/2023,CAMPAIGN49972,36eeeb5d-fbdf-4fed-8198-c2fea907ae9d,4days,0
690,1/2/2021,CAMPAIGN03110,031b4303-6935-413f-83dc-995a6cfef80c,5days,1
691,5/8/2023,CAMPAIGN49972,4de8dbc7-fcf7-400b-906a-f44752697abb,4days,0
696,5/12/2021,CAMPAIGN52447,52d40366-eb5c-423b-bc6c-98bac12a4911,10days,1
703,11/15/2020,CAMPAIGN03110,47b4e074-5bd9-4317-b9e4-c3bbf59a3666,6days,1
704,11/12/2020,CAMPAIGN61872,386a1306-2134-4849-b592-2c52ce8e93e9,7days,0
716,6/15/2023,CAMPAIGN24776,4ef3cceb-73fe-4a52-96e8-ad02767a0907,4days,0
720,11/2/2022,CAMPAIGN52447,a3061ece-2ce5-4b59-a6ca-9a38f6fedc60,10days,1
724,11/5/2022,CAMPAIGN03110,98230de0-057a-4c01-bcf1-487002e7d6fe,8days,1
731,11/26/2021,CAMPAIGN46302,0b4f2557-ceec-4a09-b48c-28f8b818e9f0,8days,1
734,9/11/2020,CAMPAIGN24776,a78e9e4a-cd7a-49e1-9a66-ffa0fff64c9d,14days,0
741,11/3/2022,CAMPAIGN03110,5be9e760-9168-47f7-be92-a7586be78053,4days,0
743,9/30/2023,CAMPAIGN24776,8fbe64a2-4893-472e-aaa7-4d19e0269293,7days,1
755,2/28/2022,CAMPAIGN46302,26776e23-fbb7-4442-8a66-371880027de0,15days,1
756,7/6/2020,CAMPAIGN03110,0ba5dee3-0942-4e58-a863-dcbab7c0a8fd,7days,1
759,7/28/2021,CAMPAIGN33679,074d02d7-03c5-4d36-9cec-a35b7bb71f6f,14days,1
761,10/20/2022,CAMPAIGN53595,a9885757-f5e2-4bf2-8ea4-88819dc88961,12days,0
762,1/5/2020,CAMPAIGN24776,a415ed64-8bb1-49d8-bdc2-51a9700d9f36,4days,0
764,12/21/2021,CAMPAIGN03110,e3bafa97-7ad9-4a89-86e0-6dce142f704d,9days,1
767,7/3/2021,CAMPAIGN52447,deae30e0-f89f-45be-8da1-18b621dc4490,15days,1
768,1/21/2020,CAMPAIGN11190,052be42b-ade9-4b0a-84b1-4e9681da9d94,14days,1
777,1/30/2020,CAMPAIGN11190,cce09c49-ba33-4d25-8d6d-07acd3726da5,10days,1
778,3/5/2023,CAMPAIGN29983,ae6c4218-f10f-41f6-9d9e-9f7b62644d09,4days,0
780,3/9/2020,CAMPAIGN53595,82697968-057b-4e2d-a6ca-e3202db5e273,12days,1
781,6/19/2020,CAMPAIGN61872,5a0f5ee9-39e3-4f0c-9aae-bd0bb3be7d0c,3days,1
784,12/31/2020,CAMPAIGN46302,12206b4f-3ab2-4d88-b6c9-2c47e584b617,15days,1
785,7/18/2020,CAMPAIGN49972,bce751fc-6e48-44b1-8bf8-77889f238fcd,15days,0
790,9/23/2020,CAMPAIGN52447,e2dcbee2-933c-4e6d-9908-d862dca2c999,7days,0
791,8/13/2022,CAMPAIGN33679,0a22bb7e-0203-4413-b41c-928f0a2e0c73,6days,0
792,3/29/2021,CAMPAIGN46302,e5936e96-8de0-48ae-8b32-b1fe839eacd4,3days,0
794,9/3/2022,CAMPAIGN49972,3238caf8-11b9-492e-a4e5-0ba20c3e06b5,6days,1
798,2/11/2020,CAMPAIGN46302,270c527f-3a8b-4623-b1df-a539b84d8e8f,15days,0
800,1/6/2021,CAMPAIGN24776,b7956a74-1bc3-4677-8073-c429d6b92a16,12days,1
804,3/26/2023,CAMPAIGN33679,01a1bca0-d248-40f4-995a-29604f11a8fd,7days,0
807,6/12/2021,CAMPAIGN52447,b4cae542-e10c-4fa8-b913-5307e9b6049e,6days,1
811,2/13/2022,CAMPAIGN29983,a0bfc770-6663-4a7a-9aa5-67da084da029,11days,1
817,11/18/2020,CAMPAIGN49972,ea4c4461-8194-4a36-bac0-44b9d5d2260f,15days,0
826,7/1/2021,CAMPAIGN52447,2eda3797-db97-451a-8eed-8158d1c06f99,13days,1
828,11/14/2020,CAMPAIGN03110,f5f50357-b1da-44a7-9752-1b0204b1415b,9days,1
829,2/13/2022,CAMPAIGN29983,eee7cdd0-2bfd-4ca8-b579-8e1f3cfe8d02,3days,1
832,5/6/2021,CAMPAIGN11190,04d9a3b7-77ec-4a30-9ab6-b99d5a9a59e9,6days,1
833,2/16/2021,CAMPAIGN29983,bd22e893-ff0c-4e3f-b132-d4ce94f1ecb8,15days,1
835,8/26/2023,CAMPAIGN53595,d96acfd3-01be-4e74-a472-94519faa12a4,12days,1
838,2/9/2023,CAMPAIGN29983,4887fd4f-6815-4a79-b07a-f5099a8df9ed,7days,1
840,10/17/2022,CAMPAIGN49972,439e768d-53e6-4030-ac98-0c655692d574,8days,0
842,4/5/2023,CAMPAIGN24776,9bc748eb-831f-409e-ae6f-7727e02f82b0,11days,1
847,5/28/2022,CAMPAIGN46302,3bd6f8da-e8a8-42e0-8e7e-2caa2a887625,4days,1
848,3/23/2021,CAMPAIGN29983,55e828f9-dd3d-4212-9851-96722c6221d8,15days,0
853,10/17/2020,CAMPAIGN29983,8ee8d623-99ce-47e1-b74a-843d53cb0d54,10days,1
854,4/30/2020,CAMPAIGN33679,0545f272-8662-4ac3-be1f-573658e754f5,3days,1
857,3/10/2021,CAMPAIGN33679,e5c3ea18-647e-4066-84f8-9c48b73f7d4a,15days,1
858,6/14/2022,CAMPAIGN61872,84a5e860-3ff3-493c-b287-587b0a3acffb,15days,1
865,12/26/2021,CAMPAIGN61872,54faffc3-7cb4-459c-80bc-7e000bfd26ef,11days,1
866,3/23/2020,CAMPAIGN29983,ca6714aa-cbd9-48da-b7a1-c405beaac317,6days,1
867,11/3/2023,CAMPAIGN11190,d7b2983a-5227-4073-8871-037a1374fb0c,4days,1
869,10/26/2023,CAMPAIGN52447,703967ec-bda2-4a46-964a-a80b85b78318,10days,0
871,11/3/2020,CAMPAIGN52447,6d9073fb-c771-4a78-bba0-01513f08146e,14days,1
873,6/28/2022,CAMPAIGN61872,86f3fb0a-c39c-42fa-af39-1ea37d4a7461,13days,1
874,4/22/2022,CAMPAIGN53595,d315509d-d107-4508-a2c3-5d25fe2922ba,12days,0
882,2/21/2020,CAMPAIGN33679,077173bd-2f90-4111-95ac-b3f16ee84d44,11days,0
885,10/11/2021,CAMPAIGN61872,a41e94f0-46ff-4df6-b198-9247b3058bc7,10days,1
890,8/14/2021,CAMPAIGN61872,4c0a5a44-2bc2-402d-b8e5-aadc13cf9204,3days,0
892,5/17/2020,CAMPAIGN53595,48762b4d-1a73-4311-8e8e-755ca74877b1,15days,1
894,10/19/2023,CAMPAIGN46302,9b7ccc33-c8ff-4efc-aa1b-0ca3d46b4b54,14days,1
895,6/12/2023,CAMPAIGN49972,a4a2d061-1cb2-40ab-852a-17c6b0649ee3,7days,1
899,10/4/2020,CAMPAIGN53595,0a2535dd-6f9d-40af-b051-6bee8cdda029,6days,1
900,3/19/2022,CAMPAIGN53595,486851dd-1329-46fe-9ee0-172b9b03e58c,11days,1
901,4/21/2020,CAMPAIGN46302,f5594cf9-503d-4f38-85e1-6e30f14a1ed6,11days,1
903,5/31/2021,CAMPAIGN49972,47d68cf0-cb32-4fc5-a4cb-0aceb951d811,3days,1
910,8/31/2021,CAMPAIGN53595,71193930-a78a-4713-9fa9-45087e32aabc,15days,0
911,5/5/2021,CAMPAIGN53595,0511ed13-bf91-4ad8-8ccc-1b4a9c7dfe02,9days,1
912,12/31/2022,CAMPAIGN53595,4f3f9022-c049-4ec2-9f83-ade86f0240c1,13days,0
915,8/19/2020,CAMPAIGN46302,2247a79e-13ac-4229-a142-1be9e5db57e9,6days,1
917,10/3/2022,CAMPAIGN61872,c77a864c-e855-45c0-81f0-338f50bb4abe,5days,1
922,11/23/2023,CAMPAIGN53595,9d19c2e8-8b6b-47f3-a6cd-c72394aadd43,8days,1
924,10/24/2023,CAMPAIGN46302,354a302e-742c-475d-b7f3-47c15ffc790b,13days,1
927,7/8/2023,CAMPAIGN03110,0ab434a4-c5dc-4dca-9890-f96f54419e78,8days,0
933,3/19/2020,CAMPAIGN53595,aa0b4676-bc0a-47f5-a868-25b57c8c6189,12days,0
941,6/13/2022,CAMPAIGN03110,3e8dba42-1e03-4679-be96-9e0feeee087d,7days,1
942,5/25/2021,CAMPAIGN61872,4319bb54-e298-425c-aa1e-6a8d760c9180,15days,0
943,9/3/2021,CAMPAIGN24776,a61711be-bff4-462c-9fcc-8d639764153d,12days,1
944,12/25/2020,CAMPAIGN49972,5b4e98e0-e73f-413f-8a99-11a6b7babf9a,12days,1
946,11/12/2020,CAMPAIGN52447,e4cc6f35-a09a-4f65-9f78-5a9f081fe90e,11days,1
948,9/9/2022,CAMPAIGN52447,ff772f98-b2c4-4682-9070-5735076901e9,4days,0
952,11/20/2022,CAMPAIGN11190,f1b2a31f-7536-468f-a362-3181261b5e69,7days,1
953,3/17/2023,CAMPAIGN61872,07709ab6-8956-4cde-9e87-4a20466052ef,5days,0
957,6/20/2023,CAMPAIGN53595,147e74f4-ef2e-40c3-82e4-d7c88bd00489,8days,1
958,2/2/2021,CAMPAIGN03110,0ee60e3e-e024-42df-8b4f-47daeb3c4b39,15days,1
960,12/20/2022,CAMPAIGN46302,95b328d5-0822-420e-a120-5e5549ee844a,10days,1
967,1/28/2023,CAMPAIGN52447,227d6d40-4634-4b72-aac2-84cc8504cf95,15days,1
969,2/15/2020,CAMPAIGN29983,5c7a0a76-7b09-4225-a9ea-332f273090aa,10days,1
970,3/27/2021,CAMPAIGN11190,c97a5938-b12d-4098-ac2e-d852db3ec901,11days,1
971,9/17/2020,CAMPAIGN33679,fda63f97-2d62-4330-960a-37243a306df1,9days,1
977,1/20/2023,CAMPAIGN53595,9eff82c7-724e-4502-ab35-8b00665c0141,10days,1
980,12/5/2022,CAMPAIGN33679,fd8b6084-3a1b-4913-98b3-ee623dafe5cc,12days,0
985,4/10/2020,CAMPAIGN24776,d165ac5b-3959-4b3d-97b8-b0e9a735bfe3,5days,1
988,5/13/2021,CAMPAIGN52447,5793d00e-eb4d-47f7-a832-211b5011ffa4,8days,1
